warmup_cosine,step,val/loss_reg,val/mse_reg,val/r2_reg,val/pearson_reg,epoch,train/loss_reg,train/mse_reg,train/r2_reg,train/pearson_reg
1e-06,0,,,,,,,,,
1e-06,9,,,,,,,,,
1e-06,19,,,,,,,,,
1e-06,29,,,,,,,,,
1e-06,39,,,,,,,,,
1e-06,49,,,,,,,,,
1e-06,59,,,,,,,,,
1e-06,69,,,,,,,,,
1e-06,79,,,,,,,,,
1e-06,89,,,,,,,,,
1e-06,99,,,,,,,,,
1e-06,109,,,,,,,,,
1e-06,119,,,,,,,,,
1e-06,129,,,,,,,,,
1e-06,139,,,,,,,,,
1e-06,149,,,,,,,,,
1e-06,159,,,,,,,,,
1e-06,169,,,,,,,,,
1e-06,179,,,,,,,,,
1e-06,189,,,,,,,,,
1e-06,199,,,,,,,,,
1e-06,209,,,,,,,,,
1e-06,219,,,,,,,,,
1e-06,229,,,,,,,,,
1e-06,239,,,,,,,,,
1e-06,249,,,,,,,,,
1e-06,259,,,,,,,,,
1e-06,269,,,,,,,,,
1e-06,279,,,,,,,,,
1e-06,289,,,,,,,,,
1e-06,299,,,,,,,,,
1e-06,309,,,,,,,,,
1e-06,319,,,,,,,,,
1e-06,329,,,,,,,,,
,337,0.2913215160369873,0.6750305891036987,0.0024519602302461863,0.1792018860578537,0,,,,
,337,,,,,0,0.30300775170326233,0.7083911299705505,-0.027676694095134735,0.005373792257159948
0.00020079999999999997,338,,,,,,,,,
0.00020079999999999997,339,,,,,,,,,
0.00020079999999999997,349,,,,,,,,,
0.00020079999999999997,359,,,,,,,,,
0.00020079999999999997,369,,,,,,,,,
0.00020079999999999997,379,,,,,,,,,
0.00020079999999999997,389,,,,,,,,,
0.00020079999999999997,399,,,,,,,,,
0.00020079999999999997,409,,,,,,,,,
0.00020079999999999997,419,,,,,,,,,
0.00020079999999999997,429,,,,,,,,,
0.00020079999999999997,439,,,,,,,,,
0.00020079999999999997,449,,,,,,,,,
0.00020079999999999997,459,,,,,,,,,
0.00020079999999999997,469,,,,,,,,,
0.00020079999999999997,479,,,,,,,,,
0.00020079999999999997,489,,,,,,,,,
0.00020079999999999997,499,,,,,,,,,
0.00020079999999999997,509,,,,,,,,,
0.00020079999999999997,519,,,,,,,,,
0.00020079999999999997,529,,,,,,,,,
0.00020079999999999997,539,,,,,,,,,
0.00020079999999999997,549,,,,,,,,,
0.00020079999999999997,559,,,,,,,,,
0.00020079999999999997,569,,,,,,,,,
0.00020079999999999997,579,,,,,,,,,
0.00020079999999999997,589,,,,,,,,,
0.00020079999999999997,599,,,,,,,,,
0.00020079999999999997,609,,,,,,,,,
0.00020079999999999997,619,,,,,,,,,
0.00020079999999999997,629,,,,,,,,,
0.00020079999999999997,639,,,,,,,,,
0.00020079999999999997,649,,,,,,,,,
0.00020079999999999997,659,,,,,,,,,
0.00020079999999999997,669,,,,,,,,,
,675,0.24926088750362396,0.5718050003051758,0.15464475750923157,0.41373392939567566,1,,,,
,675,,,,,1,0.2658602297306061,0.6166039705276489,0.10492768883705139,0.31301218271255493
0.0004005999999999999,676,,,,,,,,,
0.0004005999999999999,679,,,,,,,,,
0.0004005999999999999,689,,,,,,,,,
0.0004005999999999999,699,,,,,,,,,
0.0004005999999999999,709,,,,,,,,,
0.0004005999999999999,719,,,,,,,,,
0.0004005999999999999,729,,,,,,,,,
0.0004005999999999999,739,,,,,,,,,
0.0004005999999999999,749,,,,,,,,,
0.0004005999999999999,759,,,,,,,,,
0.0004005999999999999,769,,,,,,,,,
0.0004005999999999999,779,,,,,,,,,
0.0004005999999999999,789,,,,,,,,,
0.0004005999999999999,799,,,,,,,,,
0.0004005999999999999,809,,,,,,,,,
0.0004005999999999999,819,,,,,,,,,
0.0004005999999999999,829,,,,,,,,,
0.0004005999999999999,839,,,,,,,,,
0.0004005999999999999,849,,,,,,,,,
0.0004005999999999999,859,,,,,,,,,
0.0004005999999999999,869,,,,,,,,,
0.0004005999999999999,879,,,,,,,,,
0.0004005999999999999,889,,,,,,,,,
0.0004005999999999999,899,,,,,,,,,
0.0004005999999999999,909,,,,,,,,,
0.0004005999999999999,919,,,,,,,,,
0.0004005999999999999,929,,,,,,,,,
0.0004005999999999999,939,,,,,,,,,
0.0004005999999999999,949,,,,,,,,,
0.0004005999999999999,959,,,,,,,,,
0.0004005999999999999,969,,,,,,,,,
0.0004005999999999999,979,,,,,,,,,
0.0004005999999999999,989,,,,,,,,,
0.0004005999999999999,999,,,,,,,,,
0.0004005999999999999,1009,,,,,,,,,
,1013,0.25061988830566406,0.5740920901298523,0.1512000858783722,0.43182405829429626,2,,,,
,1013,,,,,2,0.25080057978630066,0.5794731974601746,0.15910835564136505,0.40485715866088867
0.0006003999999999998,1014,,,,,,,,,
0.0006003999999999998,1019,,,,,,,,,
0.0006003999999999998,1029,,,,,,,,,
0.0006003999999999998,1039,,,,,,,,,
0.0006003999999999998,1049,,,,,,,,,
0.0006003999999999998,1059,,,,,,,,,
0.0006003999999999998,1069,,,,,,,,,
0.0006003999999999998,1079,,,,,,,,,
0.0006003999999999998,1089,,,,,,,,,
0.0006003999999999998,1099,,,,,,,,,
0.0006003999999999998,1109,,,,,,,,,
0.0006003999999999998,1119,,,,,,,,,
0.0006003999999999998,1129,,,,,,,,,
0.0006003999999999998,1139,,,,,,,,,
0.0006003999999999998,1149,,,,,,,,,
0.0006003999999999998,1159,,,,,,,,,
0.0006003999999999998,1169,,,,,,,,,
0.0006003999999999998,1179,,,,,,,,,
0.0006003999999999998,1189,,,,,,,,,
0.0006003999999999998,1199,,,,,,,,,
0.0006003999999999998,1209,,,,,,,,,
0.0006003999999999998,1219,,,,,,,,,
0.0006003999999999998,1229,,,,,,,,,
0.0006003999999999998,1239,,,,,,,,,
0.0006003999999999998,1249,,,,,,,,,
0.0006003999999999998,1259,,,,,,,,,
0.0006003999999999998,1269,,,,,,,,,
0.0006003999999999998,1279,,,,,,,,,
0.0006003999999999998,1289,,,,,,,,,
0.0006003999999999998,1299,,,,,,,,,
0.0006003999999999998,1309,,,,,,,,,
0.0006003999999999998,1319,,,,,,,,,
