lr-AdamW,step,val/loss_reg,val/mse_reg,val/r2_reg,val/pearson_reg,epoch,train/loss_reg,train/mse_reg,train/r2_reg,train/pearson_reg
,16128,,,,,126,0.10729946196079254,0.19383490085601807,0.7712742686271667,0.8788959383964539
0.001,16129,,,,,,,,,
,16255,0.10625883936882019,0.19203859567642212,0.7741096019744873,0.8854826092720032,127,,,,
,16255,,,,,127,0.10739470273256302,0.19402317702770233,0.7710282802581787,0.878717303276062
0.001,16256,,,,,,,,,
,16382,0.1070079430937767,0.1931779980659485,0.7727555632591248,0.8856865763664246,128,,,,
,16382,,,,,128,0.10725487023591995,0.19374296069145203,0.7714126110076904,0.878838837146759
0.001,16383,,,,,,,,,
,16509,0.10368803143501282,0.1872340440750122,0.7797824144363403,0.8865129351615906,129,,,,
,16509,,,,,129,0.10703818500041962,0.1933562010526657,0.7718454599380493,0.8790915012359619
0.001,16510,,,,,,,,,
,16636,0.10861559957265854,0.19618074595928192,0.7692175507545471,0.8861527442932129,130,,,,
,16636,,,,,130,0.10696689039468765,0.19323980808258057,0.7719740271568298,0.8791509866714478
0.001,16637,,,,,,,,,
,16763,0.1024356335401535,0.18497566878795624,0.7824535369873047,0.8861261010169983,131,,,,
,16763,,,,,131,0.1073593720793724,0.19393089413642883,0.7711178064346313,0.8787405490875244
0.001,16764,,,,,,,,,
,16890,0.10206954926252365,0.18417228758335114,0.7833957672119141,0.8866446018218994,132,,,,
,16890,,,,,132,0.10689707845449448,0.19307547807693481,0.7722265124320984,0.8791599273681641
0.001,16891,,,,,,,,,
,17017,0.10376206040382385,0.1872880756855011,0.7797134518623352,0.8863850235939026,133,,,,
,17017,,,,,133,0.1071392074227333,0.1935575306415558,0.7717095613479614,0.8790803551673889
0.001,17018,,,,,,,,,
,17144,0.10136492550373077,0.18304866552352905,0.784730076789856,0.8865010738372803,134,,,,
,17144,,,,,134,0.10679031908512115,0.1929430365562439,0.7723433971405029,0.879213809967041
0.001,17145,,,,,,,,,
,17271,0.10192452371120453,0.18406572937965393,0.783532440662384,0.8861768841743469,135,,,,
,17271,,,,,135,0.1069759875535965,0.19329170882701874,0.7718587517738342,0.8790176510810852
0.001,17272,,,,,,,,,
,17398,0.10447797924280167,0.18853014707565308,0.7782453298568726,0.8859864473342896,136,,,,
,17398,,,,,136,0.10720504820346832,0.19369807839393616,0.7714033126831055,0.8789419531822205
0.001,17399,,,,,,,,,
,17525,0.10487198829650879,0.18941111862659454,0.7772014141082764,0.8860504627227783,137,,,,
,17525,,,,,137,0.10701210051774979,0.19330282509326935,0.7718352675437927,0.8789741396903992
0.001,17526,,,,,,,,,
,17652,0.10111784189939499,0.1825416088104248,0.78533536195755,0.8865454792976379,138,,,,
,17652,,,,,138,0.10693587362766266,0.1931796818971634,0.772104799747467,0.8791723847389221
0.001,17653,,,,,,,,,
,17779,0.10621289163827896,0.19176256656646729,0.7744395732879639,0.8857873678207397,139,,,,
,17779,,,,,139,0.10691577196121216,0.19316227734088898,0.7720880508422852,0.8791821002960205
0.001,17780,,,,,,,,,
,17906,0.10162022709846497,0.18342407047748566,0.7842715382575989,0.8867844343185425,140,,,,
,17906,,,,,140,0.1070999801158905,0.19345897436141968,0.7716856002807617,0.8789737820625305
0.001,17907,,,,,,,,,
,18033,0.10219509154558182,0.18442273139953613,0.7830936312675476,0.8865918517112732,141,,,,
,18033,,,,,141,0.10710170865058899,0.1934661716222763,0.7716957330703735,0.8791253566741943
0.001,18034,,,,,,,,,
,18160,0.10332660377025604,0.18650278449058533,0.7806410193443298,0.8863994479179382,142,,,,
,18160,,,,,142,0.10693562030792236,0.193184494972229,0.7719770669937134,0.8791709542274475
0.001,18161,,,,,,,,,
,18287,0.1053721085190773,0.19014206528663635,0.7763366103172302,0.8858484625816345,143,,,,
,18287,,,,,143,0.10712724924087524,0.1935211569070816,0.7715880870819092,0.8790581822395325
0.001,18288,,,,,,,,,
,18414,0.1015511304140091,0.18344746530056,0.7842540144920349,0.8864646553993225,144,,,,
,18414,,,,,144,0.10672388225793839,0.1927879899740219,0.7724980115890503,0.8793005347251892
0.001,18415,,,,,,,,,
,18541,0.10293334722518921,0.1857316642999649,0.7815493941307068,0.8866349458694458,145,,,,
,18541,,,,,145,0.10671011358499527,0.19277125597000122,0.7725354433059692,0.8794415593147278
0.001,18542,,,,,,,,,
,18668,0.10143199563026428,0.1830618977546692,0.7846940755844116,0.886970579624176,146,,,,
,18668,,,,,146,0.10684388875961304,0.192999467253685,0.7721635699272156,0.8792340755462646
0.001,18669,,,,,,,,,
,18795,0.1041986346244812,0.18813593685626984,0.77870774269104,0.8862691521644592,147,,,,
,18795,,,,,147,0.10657452791929245,0.1924944669008255,0.7728227972984314,0.8795570135116577
0.001,18796,,,,,,,,,
,18922,0.10311044007539749,0.1862485557794571,0.7809394001960754,0.8862119913101196,148,,,,
,18922,,,,,148,0.10665107518434525,0.19270676374435425,0.7725631594657898,0.8793125748634338
0.001,18923,,,,,,,,,
,19049,0.10321107506752014,0.18621860444545746,0.7809566855430603,0.8866295218467712,149,,,,
,19049,,,,,149,0.10672502964735031,0.1928567886352539,0.7724177837371826,0.8793508410453796
0.001,19050,,,,,,,,,
,19176,0.10200676321983337,0.18422159552574158,0.783332109451294,0.8866913914680481,150,,,,
,19176,,,,,150,0.10698339343070984,0.1932820826768875,0.7719696164131165,0.8791875243186951
0.001,19177,,,,,,,,,
,19303,0.10225917398929596,0.18452592194080353,0.7829857468605042,0.8860199451446533,151,,,,
,19303,,,,,151,0.10678340494632721,0.192952498793602,0.772314190864563,0.8792338967323303
0.001,19304,,,,,,,,,
,19430,0.1034274771809578,0.18675462901592255,0.7803332209587097,0.8863931894302368,152,,,,
,19430,,,,,152,0.10676126927137375,0.19283407926559448,0.7724367380142212,0.8794687390327454
0.001,19431,,,,,,,,,
,19557,0.10229133069515228,0.1847495287656784,0.7827138304710388,0.8864024877548218,153,,,,
,19557,,,,,153,0.10645032674074173,0.1922655552625656,0.7730193138122559,0.8796129822731018
0.001,19558,,,,,,,,,
,19684,0.10181941092014313,0.1837281435728073,0.7839108109474182,0.8867975473403931,154,,,,
,19684,,,,,154,0.10672298818826675,0.19276569783687592,0.7724263072013855,0.8794196248054504
0.001,19685,,,,,,,,,
,19811,0.10261685401201248,0.18530111014842987,0.782051146030426,0.8865659832954407,155,,,,
,19811,,,,,155,0.10653071105480194,0.19241654872894287,0.77290940284729,0.8795990943908691
0.001,19812,,,,,,,,,
,19938,0.10189292579889297,0.18390336632728577,0.783708393573761,0.8864784240722656,156,,,,
,19938,,,,,156,0.1067696213722229,0.19291219115257263,0.7723419666290283,0.879459798336029
0.001,19939,,,,,,,,,
,20065,0.10473605990409851,0.18911993503570557,0.7775365114212036,0.8864460587501526,157,,,,
,20065,,,,,157,0.10656819492578506,0.19245438277721405,0.7728440761566162,0.8795604109764099
0.001,20066,,,,,,,,,
,20192,0.10172784328460693,0.18361397087574005,0.7840688228607178,0.8867437243461609,158,,,,
,20192,,,,,158,0.1063864454627037,0.19216404855251312,0.773233950138092,0.879753053188324
0.001,20193,,,,,,,,,
,20319,0.10180820524692535,0.18378527462482452,0.783855140209198,0.8861673474311829,159,,,,
,20319,,,,,159,0.10671474784612656,0.19271710515022278,0.7725189924240112,0.879605770111084
0.001,20320,,,,,,,,,
,20446,0.10108348727226257,0.18245533108711243,0.7854106426239014,0.8868486285209656,160,,,,
,20446,,,,,160,0.10632248222827911,0.19202390313148499,0.7734789848327637,0.8798555135726929
0.001,20447,,,,,,,,,
,20573,0.10255628079175949,0.1850443184375763,0.782349705696106,0.8869953155517578,161,,,,
,20573,,,,,161,0.10624315589666367,0.19193744659423828,0.7734843492507935,0.8798782825469971
0.001,20574,,,,,,,,,
,20700,0.10115049034357071,0.1826588660478592,0.7851719260215759,0.8866684436798096,162,,,,
,20700,,,,,162,0.10642337799072266,0.19231386482715607,0.7730939388275146,0.8796254992485046
0.001,20701,,,,,,,,,
,20827,0.10126251727342606,0.18280591070652008,0.7850011587142944,0.886522114276886,163,,,,
,20827,,,,,163,0.10650650411844254,0.19242554903030396,0.7729142904281616,0.8796039819717407
0.001,20828,,,,,,,,,
,20954,0.10124748945236206,0.18274888396263123,0.7850778698921204,0.8868477940559387,164,,,,
,20954,,,,,164,0.10626411437988281,0.1919182986021042,0.7735691070556641,0.8799147605895996
0.001,20955,,,,,,,,,
,21081,0.10459578782320023,0.18874984979629517,0.7779631614685059,0.8866043090820312,165,,,,
,21081,,,,,165,0.10622013360261917,0.1918211728334427,0.7736596465110779,0.8799519538879395
0.001,21082,,,,,,,,,
,21208,0.10429873317480087,0.18841664493083954,0.7783800363540649,0.8857583403587341,166,,,,
,21208,,,,,166,0.10637986660003662,0.19216422736644745,0.7733100652694702,0.8799316883087158
0.001,21209,,,,,,,,,
,21335,0.10206587612628937,0.1842111349105835,0.7833386063575745,0.8866878747940063,167,,,,
,21335,,,,,167,0.10631221532821655,0.192027285695076,0.7734602689743042,0.8798865079879761
0.001,21336,,,,,,,,,
,21462,0.10183412581682205,0.18383848667144775,0.7837781310081482,0.8866130113601685,168,,,,
,21462,,,,,168,0.10665681958198547,0.1926637589931488,0.7726895809173584,0.8796308040618896
0.001,21463,,,,,,,,,
,21589,0.10164505243301392,0.183431476354599,0.7842638492584229,0.8862351775169373,169,,,,
,21589,,,,,169,0.10611491650342941,0.19162604212760925,0.7738913297653198,0.8800883889198303
0.001,21590,,,,,,,,,
,21716,0.10255031287670135,0.18509788811206818,0.7823107242584229,0.8857762813568115,170,,,,
,21716,,,,,170,0.10615617781877518,0.19176867604255676,0.7737053632736206,0.8799730539321899
0.001,21717,,,,,,,,,
,21843,0.10205656290054321,0.18415634334087372,0.7834026217460632,0.8864233493804932,171,,,,
,21843,,,,,171,0.1061355471611023,0.19165007770061493,0.7737637162208557,0.8800473213195801
0.001,21844,,,,,,,,,
,21970,0.10221266001462936,0.18447081744670868,0.7830480933189392,0.8862820863723755,172,,,,
,21970,,,,,172,0.10625059902667999,0.19195133447647095,0.7735084295272827,0.8799508213996887
0.001,21971,,,,,,,,,
,22097,0.10174539685249329,0.18367651104927063,0.7839673161506653,0.8865225911140442,173,,,,
,22097,,,,,173,0.1062455102801323,0.19194287061691284,0.7734139561653137,0.8799164891242981
0.001,22098,,,,,,,,,
,22224,0.10140801966190338,0.18305042386054993,0.7847194671630859,0.8868463039398193,174,,,,
,22224,,,,,174,0.10635809600353241,0.19212818145751953,0.7732707858085632,0.8798332810401917
0.001,22225,,,,,,,,,
